"","weights"
"rep.foursig_1",0.00497525170270043
"rep.foursig_3",0.0037321192168083
"rep.foursig_5",5.21965622305425e-05
"rep.foursig_11",0.0579990444942882
"rep.peakc_11",0.0619429488438824
"rep.peakc_21",0.20206785924981
"rep.peakc_31",0.0366422769606461
"rep.peakc_51",0.00040200446399834
"rep.r3c_2000",0.0676052215110358
"rep.r3c_5000",0.0876499774258317
"rep.r3c_10000",0.127416259153866
"rep.r4cker_nearbait",0.00121350980359215
